Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018-01-01,123.17,123.17,123.17,123.17,123.17,123.17,101.65,101.65,112.14,105.99,123.17,123.17,123.17,123.17,123.17,123.17,123.17,123.17,128.17,128.17,128.17,128.17,123.17,123.17
2018-01-02,104.2,104.2,104.2,104.2,104.2,106.02,142.2,119.2,149.2,143.2,149.2,149.2,149.2,149.2,149.2,149.2,149.2,149.2,152.2,152.2,152.2,149.2,149.2,142.2
2018-01-03,104.14,106.06,103.13,104.14,104.14,106.06,106.06,125.24,135.24,149.44,149.44,149.44,149.44,149.44,149.44,149.44,149.44,149.44,152.24,152.24,163.24,149.44,149.44,135.24
2018-01-04,132.14,132.14,132.14,111.84,132.14,138.14,138.14,144.14,148.14,148.14,148.14,148.14,150.14,150.14,153.24,150.14,155.14,148.14,153.24,153.24,153.24,150.14,148.14,144.14
2018-01-05,128.86,122.86,122.86,122.86,122.86,122.86,128.86,128.86,140.86,137.86,140.86,143.96,143.96,143.96,143.96,143.96,143.96,143.96,143.96,143.96,143.96,143.96,140.86,128.86
2018-01-06,133.5,133.5,133.5,133.5,133.5,133.5,133.5,133.5,133.5,135.4,136.4,136.4,136.4,136.4,136.4,136.4,135.4,136.4,149.52,149.52,138.4,138.4,135.4,133.5
2018-01-07,132.56,132.56,127.46,127.46,127.46,127.46,127.46,132.56,132.56,132.56,133.56,136.46,136.46,136.46,133.56,133.56,133.56,133.56,137.46,137.46,137.46,137.46,133.56,132.56
2018-01-08,121.21,121.21,121.21,121.21,121.21,121.21,121.21,131.21,134.21,134.21,134.21,134.21,140.71,140.71,136.21,134.21,134.21,134.21,140.71,142.21,140.71,140.71,134.21,134.21
2018-01-09,120.66,120.66,120.66,106.48,120.66,120.66,120.66,126.66,135.66,141.66,141.66,141.66,141.66,141.66,145.66,145.66,141.66,141.66,145.66,146.66,146.66,145.66,134.66,126.66
2018-01-10,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,134.15,134.15,134.15,137.15,134.15,134.15,137.15,137.15,137.15,134.15,137.15,137.15,137.15,137.15,132.15,132.15
2018-01-11,130.37,130.37,130.37,130.37,130.37,130.37,130.37,136.37,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.47,136.37
2018-01-12,128.35,128.35,119.35,119.35,128.35,131.35,131.35,136.0,136.0,136.0,136.0,137.15,139.35,136.0,137.15,136.0,136.0,136.0,136.0,137.15,136.0,136.0,136.0,133.35
2018-01-13,128.48,128.48,128.48,126.48,126.48,126.48,126.48,130.48,133.58,133.68,133.68,133.68,133.68,133.68,133.68,133.68,133.68,133.68,133.68,133.68,133.68,133.68,133.58,130.48
2018-01-14,129.36,128.86,128.86,128.86,128.86,128.86,128.86,128.86,129.36,129.36,129.36,129.36,129.36,129.36,129.36,129.36,129.36,129.36,129.86,129.86,129.86,129.36,129.36,129.36
2018-01-15,61.76,61.76,61.76,61.76,61.76,112.4,83.69,129.99,126.69,128.69,129.99,138.69,138.69,129.99,138.69,138.69,129.99,128.69,138.69,148.69,138.69,128.69,126.69,103.58
2018-01-16,121.52,121.52,121.52,121.52,121.52,121.52,121.52,127.52,127.52,127.52,127.52,127.52,127.52,127.52,138.52,127.52,127.52,127.52,127.52,127.52,127.52,127.52,127.52,121.52
2018-01-17,118.59,118.59,103.48,103.48,103.48,112.59,112.59,118.59,125.49,125.49,125.59,125.59,125.59,125.59,125.59,125.59,125.59,125.49,138.59,135.59,125.59,124.59,118.59,112.59
2018-01-18,114.66,114.66,112.58,112.58,112.58,117.58,117.58,118.58,118.58,118.58,128.48,128.48,128.48,128.48,128.48,128.48,128.48,118.58,128.48,128.48,128.48,118.58,117.58,117.58
2018-01-19,103.73,103.73,99.75,99.75,109.25,109.25,109.25,125.37,125.37,131.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,130.25,125.37,125.37
2018-01-20,97.64,95.64,94.64,109.62,95.64,97.64,97.64,100.64,120.62,130.64,130.75,130.75,130.75,130.75,130.64,130.64,130.64,120.62,130.75,130.75,130.75,130.75,100.64,97.64
