Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1998-11-01,19.90029,19.90029,19.90029,19.90029,19.90029,19.90029,19.90029,19.90029,19.90029,19.90029,19.90029,18.90029,19.90029,19.90029,19.90029,19.90029,19.90029,19.90029,38.900290000000005,38.900290000000005,24.89029,24.89029,19.90029,19.90029
1998-11-02,19.90029,18.90229,18.90229,18.90229,18.90029,18.20029,18.20029,18.20029,19.90029,19.90029,24.38029,24.38029,24.38029,24.38029,19.90029,19.90029,19.90029,19.90029,38.900290000000005,38.900290000000005,34.400290000000005,24.38029,19.90029,19.90029
1998-11-03,19.330289999999998,19.330289999999998,19.90029,19.90029,19.90029,24.40029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.40029,19.90029
1998-11-04,19.90029,19.90029,19.90029,19.90029,19.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.35029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.35029,24.90029,19.90029
1998-11-05,26.400290000000002,26.400290000000002,26.400290000000002,26.400290000000002,26.400290000000002,28.960290000000004,34.400290000000005,34.400290000000005,34.400290000000005,34.400290000000005,38.900290000000005,26.400290000000002,26.400290000000002,24.90029,34.400290000000005,34.400290000000005,38.900290000000005,34.400290000000005,42.900290000000005,42.900290000000005,34.400290000000005,26.400290000000002,26.400290000000002,26.400290000000002
1998-11-06,24.90029,24.90029,24.90029,24.20029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,26.400290000000002,26.400290000000002,24.90029,24.90029,24.90029,24.20029
1998-11-07,28.400290000000002,28.400290000000002,23.50029,23.50029,28.400290000000002,28.400290000000002,24.40029,24.40029,24.90029,24.90029,24.90029,24.90029,24.90029,24.90029,28.400290000000002,24.40029,24.40029,28.400290000000002,26.400290000000002,26.400290000000002,24.90029,24.90029,24.40029,28.900290000000002
1998-11-08,23.90029,23.90029,23.90029,23.60029,25.90029,25.90029,23.60029,23.60029,23.60029,23.60029,23.60029,23.60029,25.90029,28.400290000000002,25.90029,25.90029,25.90029,28.400290000000002,23.90029,23.90029,23.90029,22.90029,22.90029,22.35029
1998-11-09,21.90029,21.90029,21.90029,21.90029,22.02029,22.02029,22.90029,22.90029,23.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,23.90029,28.980290000000004,23.90029,22.90029,22.90029,22.02029,22.02029
1998-11-10,22.90029,22.40029,21.260289999999998,21.260289999999998,22.40029,30.900290000000002,22.90029,22.90029,22.90029,22.90029,35.400290000000005,35.400290000000005,28.970290000000002,22.90029,22.90029,22.90029,22.90029,35.400290000000005,35.400290000000005,35.400290000000005,22.90029,22.90029,22.90029,22.90029
1998-11-11,22.40029,22.40029,22.40029,22.40029,22.40029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.40029,22.90029,22.90029,22.90029,22.40029,22.40029,22.40029,20.07029
1998-11-12,19.90029,19.90029,19.90029,19.90029,19.90029,20.40029,19.90029,19.90029,19.90029,19.90029,20.010289999999998,20.010289999999998,19.90029,19.90029,19.90029,19.90029,19.90029,20.010289999999998,22.90029,22.90029,20.010289999999998,19.90029,19.90029,19.90029
1998-11-13,22.90029,22.90029,22.90029,22.90029,22.90029,30.900290000000002,24.40029,24.40029,24.40029,24.40029,24.40029,24.40029,24.40029,22.90029,24.40029,24.40029,22.90029,29.720290000000002,29.720290000000002,24.40029,19.90029,24.40029,19.90029,22.90029
1998-11-14,19.90029,19.90029,19.90029,19.90029,19.90029,23.90029,19.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,22.90029,19.90029,19.90029,19.80029,22.90029,22.90029,22.90029,22.90029,22.90029,23.90029,19.80029
1998-11-15,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,35.900290000000005,35.900290000000005,23.90029,19.60029,19.60029,19.60029
1998-11-16,19.60029,18.90029,18.90029,18.90029,18.90029,19.60029,18.90029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,19.60029,18.90029,18.90029,18.90029,19.60029,35.400290000000005,35.400290000000005,23.90029,19.60029,19.60029,19.60029
1998-11-17,18.734289999999998,18.734289999999998,18.734289999999998,18.734289999999998,18.734289999999998,18.90029,23.90029,23.90029,23.90029,18.90029,23.90029,30.900290000000002,23.90029,23.90029,23.90029,23.90029,23.90029,35.900290000000005,51.400290000000005,35.900290000000005,35.400290000000005,35.400290000000005,18.90029,18.80029
1998-11-18,18.734289999999998,18.734289999999998,18.734289999999998,18.734289999999998,18.90029,30.900290000000002,23.90029,18.90029,23.90029,18.734289999999998,18.90029,18.90029,18.90029,23.90029,23.90029,23.90029,23.90029,23.90029,51.400290000000005,51.400290000000005,35.400290000000005,23.90029,18.734289999999998,23.90029
1998-11-19,20.40029,18.55029,18.55029,18.55029,20.40029,23.90029,20.40029,20.40029,35.400290000000005,23.90029,29.700290000000003,23.90029,23.90029,20.40029,23.90029,23.90029,29.700290000000003,23.90029,51.400290000000005,35.900290000000005,29.700290000000003,23.90029,20.40029,20.40029
1998-11-20,18.53529,18.53529,18.53529,18.53529,22.40029,23.90029,22.40029,22.40029,23.90029,22.40029,23.90029,23.90029,23.90029,23.90029,23.90029,29.69629,35.400290000000005,23.90029,51.00029,35.400290000000005,22.40029,20.40029,22.40029,22.40029
1998-11-21,18.53529,18.53529,18.53529,18.53529,18.53529,23.90029,23.90029,29.69629,23.90029,23.90029,22.40029,22.40029,22.40029,23.90029,29.69629,29.69629,29.69629,30.900290000000002,35.400290000000005,35.400290000000005,22.40029,19.40029,18.53429,18.53429
1998-11-22,18.53529,18.53529,18.53529,18.53429,18.53529,18.53529,18.53529,18.90029,18.90029,18.90029,18.90029,22.40029,22.40029,18.90029,18.90029,18.90029,18.90029,23.90029,38.900290000000005,35.400290000000005,35.400290000000005,23.90029,18.53529,18.90029
1998-11-23,18.53429,18.53429,18.53429,18.53429,18.53429,18.53429,23.90029,23.90029,23.90029,23.90029,23.90029,24.40029,23.90029,23.90029,23.90029,23.90029,23.90029,23.90029,41.70029,38.900290000000005,35.400290000000005,24.40029,23.90029,18.90029
1998-11-24,18.53529,18.53529,18.53529,18.53529,23.85029,23.90029,23.90029,23.90029,29.61529,29.61529,19.40029,23.85029,23.85029,23.85029,23.85029,23.85029,23.85029,29.61529,38.900290000000005,35.400290000000005,23.85029,23.85029,18.53429,18.53429
1998-11-25,18.53529,18.53529,18.53529,18.53529,23.80029,29.592290000000002,30.900290000000002,30.900290000000002,35.400290000000005,30.900290000000002,35.400290000000005,35.400290000000005,30.900290000000002,30.900290000000002,29.592290000000002,29.592290000000002,23.80029,23.85029,38.900290000000005,35.900290000000005,29.592290000000002,23.80029,23.80029,23.80029
